Authors,Year,Source title,Abstract
"Temin P., Voth H.-J.",2004,American Economic Review,"This paper presents a case study of a well-informed investor in the South Sea bubble. We argue that Hoare's Bank, a fledgling West End London bank, knew that a bubble was in progress and nonetheless invested in the stock: it was profitable to ""ride the bubble."" Using a unique dataset on daily trades, we show that this sophisticated investor was not constrained by such institutional factors as restrictions on short sales or agency problems. Instead, this study demonstrates that predictable investor sentiment can prevent attacks on a bubble; rational investors may attack only when some coordinating event promotes joint action."
Rangel A.,2003,American Economic Review,"This paper studies the ability of nonmarket institutions to invest optimally in forward intergenerational goods (FIGs), such as education and the environment, when agents are selfish or exhibit paternalistic altruism. We show that backward intergenerational goods (BIGs), such as social security, play a crucial role in sustaining investment in FIGs: without them investment is inefficiently low, but with them optimal investment is possible. We also show that making the provision of BIGs mandatory crowds out the voluntary provision of FIGs, and that population aging can increase investment in FIGs."
Freeman S.,1996,American Economic Review,"In an economy where fiat money serves both as a medium of exchange and the means by which debts are cleared, it is shown that nonoptimal equilibria of constrained liquidity may arise. Optimality may be restored by temporary expansions of the monetary base (e.g., an active central-bank ""discount window"")."
"Missale A., Blanchard O.J.",1994,American Economic Review,"For most OECD countries over the last 30 yr, there appears to have been little relation between the level of debt and its maturity. One set of countries stands in clear exception to this general statement, where the increase in debt has been associated with a sharp reduction in maturity. The paper provides an explanation for these two sets of facts. In Section I, the authors look at debt and maturity for the three OECD countries that have reached high levels of debt: Italy, Belgium, and Ireland. For each, the authors construct an effective maturity series. The strong inverse relation between effective maturity and the debt-GDP ratio is documented. In Section II, a simple model based on the now standard idea of a reputation equilibrium is developed. The maximum maturity consistent with a credible no-inflation pledge will decrease with the level of debt. In Section III, a number of extensions to the model is discussed. The initial model explains how maturity decreases with the level of debt but generates a constant level of debt in equilibrium. It is argued that, once the other motives explored in the literature are taken into account, maximum maturity is likely to bind only at high levels of debt. -from Authors"
"Morrison S.A., Winston C.",1990,American Economic Review,"Like the prices of many goods and services, air fares exhibit cyclical fluctuations. The rise in fares during the most recent cycle prompted a congressional investigation of competition at hub airports, provoked the Secretary of Transportation to stress that proposed airline mergers would be evaluated much more carefully, and encouraged Congress and the Secretary to indicate their opposition to leveraged buyouts that might lead to bankruptcy. According to our investigation, during the past decade of deregulation fares were consistently lower than they would have been if the industry were still regulated. To address concerns about recent fare increases, we examined whether market forces are operating as freely as possible in fare determination. We discuss the implications of our findings for public policy at the conclusion of the paper. -from Authors"
"Mitchell R.C., Carson R.T.",1986,American Economic Review,"Offers a new approach to siting which recognizes the de facto property rights assumed by local communities. Proposes a political market, via a referendum mechanism, for allocating HWFs. The referendum, supervised by the state, would be held at the request of the firm wishing to site the HWF with the developer offering a comprehensive package of incentives for the community in exchange for a yes vote.-from Authors"
"Alesina A., Stantcheva S., Teso E.",2018,American Economic Review,"Using new cross-country survey and experimental data, we investigate how beliefs about intergenerational mobility affect preferences for redistribution in France, Italy, Sweden, the United Kingdom, and the United States. Americans are more optimistic than Europeans about social mobility. Our randomized treatment shows pessimistic information about mobility and increases support for redistribution, mostly for “equality of opportunity” policies. We find strong political polarization. Left-wing respondents are more pessimistic about mobility: their preferences for redistribution are correlated with their mobility perceptions; and they support more redistribution after seeing pessimistic information. None of this is true for right-wing respondents, possibly because they see the government as a “problem” and not as the “solution”."
Li S.,2017,American Economic Review,"A strategy is obviously dominant if, for any deviation, at any information set where both strategies first diverge, the best outcome under the deviation is no better than the worst outcome under the dominant strategy. A mechanism is obviously strategy-proof (OSP) if it has an equilibrium in obviously dominant strategies. This has a behavioral interpretation: a strategy is obviously dominant if and only if a cognitively limited agent can recognize it as weakly dominant. It also has a classical interpretation: a choice rule is OSP-implementable if and only if it can be carried out by a social planner under a particular regime of partial commitment. © 2017, American Economic Association. All rights reserved."
"Ashraf N., Field E., Lee J.",2014,American Economic Review,"We posit that household decision-making over fertility is characterized by moral hazard since most contraception can only be perfectly observed by the woman. Using an experiment in Zambia that varied whether women were given access to contraceptives alone or with their husbands, we find that women givenaccess with their husbands were 19 percent less likely to seek family planning services, 25 percent less likely to use concealable contraception, and 27 percent more likely to give birth. However, women given access to contraception alone report a lower subjective well-being, suggesting a psychosocial cost of making contraceptives more concealable."
"Berger D., Easterly W., Nunn N., Satyanath S.",2013,American Economic Review,"We provide evidence that increased political influence, arising from CIA interventions during the Cold War, was used to create a larger foreign market for American products. Following CIA interventions, imports from the US increased dramatically, while total exports to the US were unaffected. The surge in imports was concentrated in industries in which the US had a comparative disadvantage, not a comparative advantage. Our analysis is able to rule out decreased trade costs, changing political ideology, and an increase in US loans and grants as alternative explanations. We provide evidence that the increased imports arose through direct purchases of American products by foreign governments."
"Antràs P., Staiger R.W.",2012,American Economic Review,"The rise of offshoring of intermediate inputs raises important questions for commercial policy. Do the distinguishing features of offshoring introduce novel reasons for trade policy intervention? Does offshoring create new problems of global policy cooperation whose solutions require international agreements with novel features? In this paper we provide answers to these questions, and thereby initiate the study of trade agreements in the presence of offshoring. We argue that the rise of offshoring will make it increasingly difficult for governments to rely on traditional GATT/WTO concepts and rules-such as market access, reciprocity and non-discrimination-to solve their trade-related problems. Copyright © 2012 by the American Economic Association."
"Cherchye L., De Rock B., Vermeulen F.",2012,American Economic Review,"We propose a collective labor supply model with household production that generalizes a model of Blundell, Chiappori, and Meghir (2005). Adults' preferences depend not only on own leisure and individual private consumption of market goods. They also depend on the consumption of domestic goods, which are produced by combining market goods with individuals' time. A new identification result, which uses production shifters, is developed. We apply our model to unique data on Dutch couples with children. Our application uses a novel estimation strategy that builds upon the familiar two-stage allocation representation of the collective model. Copyright © 2012 by the American Economic Association."
"Herweg F., Müller D., Weinschenk P.",2010,American Economic Review,"We modify the principal-agent model with moral hazard by assuming that the agent is expectation-based loss averse according to K o szegi and Rabin (2006, 2007). The optimal contract is a binary payment scheme even for a rich performance measure, where standard preferences predict a fully contingent contract. The logic is that, due to the stochastic reference point, increasing the number of different wages reduces the agent's expected utility without providing strong additional incentives. Moreover, for diminutive occurrence probabilities for all signals the agent is rewarded with the fixed bonus if his performance exceeds a certain threshold."
"Hussam R.N., Porter D., Smith V.L.",2008,American Economic Review,"We report 28 new experiment sessions consisting of up to three experience levels to examine the robustness of learning and ""error"" elimination among participants in a laboratory asset market and its effect on price bubbles. Our answer to the title question is: ""yes."" We impose a large increase in liquidity and dividend uncertainty to shock the environment of experienced subjects who have converged to equilibrium, and this treatment rekindles a bubble. However, in replications of that same challenging environment across three experience levels, we discover that the environment yields a rare residual tendency to bubble even in the third experience session. Therefore, a caveat must be placed on the effect of twice-experienced subjects in asset markets: in order for price bubbles to be extinguished, the environment in which the participants engage in exchange must be stationary and bounded by a range of parameters. Experience, including possible ""error"" elimination, is not robust to major new environment changes in determining the characteristics of a price bubble."
Rossi-Hansberg E.,2005,American Economic Review,"The equilibrium relationship between trade and the spatial distribution of economic activity is fundamental to the analysis of national and regional trade patterns, as well as to the effect of trade frictions. We study this relationship using a trade model with a continuum of regions, transport costs, and agglomeration effects caused by production externalities. We analyze the equilibrium specialization and trade patterns for different levels of transport costs and externality parameters. Understanding trade via the distribution of economic activity in space naturally rationalizes the evidence on border effects and the ""gravity equation.""."
"Chang Y., Gomes J.F., Schorfheide F.",2002,American Economic Review,"This paper suggests that skill accumulation through past work experience, or ""learning-by-doing"" (LBD), can provide an important propagation mechanism in a dynamic stochastic general-equilibrium model, as the current labor supply affects future productivity. Our econometric analysis uses a Bayesian approach to combine micro-level panel data with aggregate time series. Formal model evaluation shows that the introduction of the LBD mechanism improves the model's ability to fit the dynamics of aggregate output and hours."
"Eaton J., Kortum S., Neiman B., Romalis J.",2016,American Economic Review,"We develop a dynamic multicountry general equilibrium model to investigate forces acting on the global economy during the Great Recession and ensuing recovery. Our multisector framework accounts completely for countries' trade, investment, production, and GDPs in terms of different sets of shocks. Applying the model to 21 countries, we investigate the 29 percent drop in world trade in manufactures during the period 2008-2009. A shift in final spending away from tradable sectors, largely caused by declines in durables investment efficiency, accounts for most of the collapse in trade relative to GDP. Shocks to trade frictions, productivity, and demand play minor roles. (JEL E3, F1, F4)."
Machina M.J.,2009,American Economic Review,"Choice problems in the spirit of Ellsberg (1961) suggest that rank-dependent (""Choquet expected utility"") preferences over subjective gambles might be subject to the same difficulties that Ellsberg's earlier examples posed for subjective expected utility. These difficulties stem from event-separability properties that rank-dependent preferences partially retain from expected utility, and suggest that nonseparable models of preferences might be better at capturing features of behavior that lead to these paradoxes. (JEL D81)."
Azoulay P.,2004,American Economic Review,"How do firm boundaries influence employees' acquisition of information? Using detailed project-level data and qualitative evidence, I document that pharmaceutical firms are more likely to outsource the coordination of data-intensive clinical trials, while they are more likely to assign knowledge-intensive trials to internal teams. Managers do not choose between market and hierarchy, but between the hierarchy of the firm - in which subjective performance evaluations are combined with flat explicit incentives - and the hierarchy of its subcontractor - whose virtue stems precisely from the ability to provide high-powered incentives on a narrow set of monitorable tasks."
Hyslop D.R.,2001,American Economic Review,"This paper studies the labor supply contributions to individual and family earnings inequality during the period of rising wage inequality in the early 1980's. Working couples have positively correlated labor market outcomes, which are almost entirely attributable to permanent factors. An intertemporal family labor supply model with this feature is used to estimate labor supply elasticities for husbands of 0.05, and wives of 0.40. This implies that labor supply explains little of the rising annual earnings inequality for married men, but over 20 percent of the rise in family inequality and 50 percent of the modest rise in female inequality."
"Chari V.V., Jones L.E., Marimon R.",1997,American Economic Review,"In U.S. elections, voters often vote for candidates from different parties for president and Congress. Voters also express dissatisfaction with the performance of Congress as a whole and satisfaction with their own representative. We develop a model of split-ticket voting in which government spending is financed by uniform taxes. The benefits from this spending are concentrated. While the model generates split-ticket voting, overall spending is too high only if the president's powers are limited. Overall spending is too high in a parliamentary system. Our model can be used as the basis of an argument for term limits."
McLaren J.,1997,American Economic Review,"In trade liberalization between a large country and a small one, if production requires irreversible investments, anticipated negotiations may make the small country strictly worse off than a fully anticipated trade war, and indeed worse off than autarchy. The reason is that investors, anticipating liberal trade, will invest in the export sector, making the small country dependent on trade with the large one and thus ruining its bargaining power. This effect is dominated by conventional effects, so that anticipated bargaining benefits the small country on balance, if there is sufficient: (i) dissimilarity between the economies, and (ii) substitutability between goods."
"Gertler M., Kiyotaki N.",2015,American Economic Review,"We develop an infinite horizon macroeconomic model of banking that allows for liquidity mismatch and bank runs. Whether a bank run equilibrium exists depends on bank balance sheets and an endogenous liquidation price for bank assets. While in normal times a bank run equilibrium may not exist, the possibility can arise in recessions. A run leads to a significant contraction in intermediation and aggregate economic activity. Anticipations of a run have harmful effects on the economy even if the run does not occur. We illustrate how the model can shed light on some key aspects of the recent financial crisis. © 2015, American Economic Association. All rights reserved."
Grennan M.,2013,American Economic Review,"Many important issues in business-to-business markets involve price discrimination and negotiated prices, situations where theoretical predictions are ambiguous. This paper uses new panel data on buyersupplier transfers and a structural model to empirically analyze bargaining and price discrimination in a medical device market. While many phenomena that restrict different prices to different buyers are suggested as ways to decrease hospital costs (e.g., mergers, group purchasing organizations, and transparency), I find that: (i) more uniform pricing works against hospitals by softening competition; and (ii) results depend ultimately on a previously unexplored bargaining effect. Copyright © 2013 by the American Economic Association."
"Jacob B.A., Ludwig J.",2012,American Economic Review,"This study estimates the effects of means-tested housing programs on labor supply using data from a randomized housing voucher wait-list lottery in Chicago. Economic theory is ambiguous about the expected sign of any labor supply response. We find that among working-age, able-bodied adults, housing voucher use reduces labor force participation by around 4 percentage points (6 percent) and quarterly earnings by $329 (10 percent), and increases Temporary Assistance for Needy Families program participation by around 2 percentage points (15 percent). We find no evidence that the housing-specific mechanisms hypothesized to promote work, such as neighborhood quality or residential stability, are important empirically."
"Auffhammer M., Kellogg R.",2011,American Economic Review,"This paper examines whether US gasoline content regulations, which impose substantial costs on consumers, have successfully reduced ozone pollution. We take advantage of spatial and temporal variation in the regulations' implementation to show that federal gasoline standards, which allow refiners flexibility in choosing a compliance mechanism, did not improve air quality. This outcome occurred because minimizing the cost of compliance does not reduce emissions of those compounds most prone to forming ozone. In California, however, we find that precisely targeted, inflexible regulations requiring the removal of particularly harmful compounds significantly improved air quality."
"Jaimovich N., Siu H.E.",2009,American Economic Review,"We investigate the consequences of demographic change for business cycle analysis. We find that changes in the age composition of the labor force account for a significant fraction of the variation in cyclical volatility observed in the G7. Since World War II, these countries have experienced dramatic demographic changes, although details regarding timing and nature differ across countries. We exploit this variation to show that the workforce age composition has a large and significant effect on cyclical volatility. We relate our results to the recent decline in US macroeconomic volatility, finding that demographic change accounts for approximately one-fifth to one-third of this moderation. (JEL E32, J11)."
"Diamond D.W., Rajan R.G.",2006,American Economic Review,"We examine the role of banks in the transmission of monetary policy. In economies where banks use real demand deposits to finance their lending, fluctuations in the timing of production can force banks to scramble for real liquidity, or even fail, which can greatly affect lending and aggregate output. The adverse effect on output can be reduced if banks finance with nominal deposits. Nominal deposits also open a ""financial liquidity© channel for monetary policy to affect real activity. The banking system may be better off, however, issuing real deposits (e.g., foreign exchange denominated) under some circumstances."
"Bils M., Kahn J.A.",2000,American Economic Review,"The countercyclical pattern of inventory-sales ratios is a striking feature of inventory behavior. In a model where inventories are productive for sales, both the markup of price over marginal cost and expected changes in marginal cost are key determinants of that ratio. This paper argues that costly variation in factor utilization gives rise to countercyclical markups in production-to-stock manufacturing industries. The markup turns out to be more important than intertemporal substitution in explaining the behavior of inventory-sales ratios."
"Azariadis C., Smith B.",1998,American Economic Review,"We study a one-sector growth model where capital investment is credit financed, and there is an adverse selection problem in credit markets. The presence of adverse selection creates an indeterminacy of equilibrium. Many equilibria display permanent fluctuations characterized by transitions between Walrasian regimes and regimes of credit rationing. Cyclical contractions involve declines in real interest rates, increases in credit rationing, and withdrawals of savings from banks. For some configurations of parameters all equilibria display cyclical fluctuations. We provide sufficient conditions for deterministic cycles consisting of m periods of expansion followed by n periods of contraction to exist."
"Holland S.P., Mansur E.T., Muller N.Z., Yates A.J.",2016,American Economic Review,"We combine a theoretical discrete-choice model of vehicle purchases, an econometric analysis of electricity emissions, and the AP2 air pollution model to estimate the geographic variation in the environmental benefits from driving electric vehicles. The second-best electric vehicle purchase subsidy ranges from $2,785 in California to -$4,964 in North Dakota, with a mean of -$1,095. Ninety percent of local environmental externalities from driving electric vehicles in one state are exported to others, implying they may be subsidized locally, even when the environmental benefits are negative overall. Geographically differentiated subsidies can reduce deadweight loss, but only modestly."
"Bulow J., Klemperer P.",2009,American Economic Review,"We compare the most common methods for selling a company or other asset when participation is costly: a simple simultaneous auction, and a sequential process in which potential buyers decide in turn whether to enter the bidding. The sequential process is always more efficient. But preemptive bids transfer surplus from the seller to buyers. Because the auction is more conducive to entry-precisely because of its inefficiency-it usually generates higher expected revenue. We also discuss the effects of lock-ups, matching rights, break-up fees (as in takeover battles), entry subsidies, etc. (JEL D44, G34, L13)."
"Brocas I., Carrillo J.D.",2008,American Economic Review,"Based on recent neuroscience evidence, we model the brain as a dual-system organization subject to three conflicts: asymmetric information, temporal horizon, and incentive salience. Under the first and second conflicts, we show that the uninformed system imposes a positive link between consumption and labor at every period. Furthermore, decreasing impatience endogenously emerges as a consequence of these two conflicts. Under the first and third conflicts, it becomes optimal to set a consumption cap. Finally, we discuss the behavioral implications of these rules for choice bracketing and expense tracking, and for consumption over the life cycle."
"Lerner J., Tirole J.",2006,American Economic Review,"Owners of intellectual property or mere sponsors of an idea (e.g., authors, security issuers, sponsors of standards) resort to more or less independent certifiers to persuade potential users (buyers or adopters) of the worth of their property or idea. We analyze the sponsor's choices of certifier and design, social preferences regarding these choices, and the impacts thereon of multiple categories of users, of a downstream presence of the sponsor, and of certifier market power. Finally, we study strategic forum shopping by sponsors of competing ideas."
English W.B.,1996,American Economic Review,"The defaults of U.S. States in the 1840's provide a powerful test of competing models of sovereign debt. The Eleventh Amendment to the United States Constitution prevented foreign creditors from obtaining payment in the federal courts. Moreover, because the defaulting states were part of a large and economically integrated nation, creditors could not enforce payment by imposing military or trade sanctions. In spite of the lack of sanctions, however, most states eventually repaid in full. It appears that the states repaid in order to maintain access to capital markets, much as in reputational models of sovereign debt."
Schultz T.P.,1994,American Economic Review,"Statistical evidence at the household level suggests that fertility and child mortality are related to factors specified by economic models of family resource allocation and behavior. The specific factors considered here include family-planning programs, human-capital endowments of women and men, natural resource wealth, other economic structural determinants of the costs and benefits of children, and the availability of nutritional inputs. Cross-sectional relationships are reported, and changes within countries are analyzed with fixed-effect methods using data for 68 low-income countries for the last two decades. -from Author"
"Antràs P., Fort T.C., Tintelnot F.",2017,American Economic Review,"We develop a quantifiable multi-country sourcing model in which firms self-select into importing based on their productivity and country-specific variables. In contrast to canonical export models where firm profits are additively separable across destination markets, global sourcing decisions naturally interact through the firm's cost function. We show that, under an empirically relevant condition, selection into importing exhibits complementarities across source markets. We exploit these complementarities to solve the firm's problem and estimate the model. Comparing counterfactual predictions to reduced-form evidence highlights the importance of interdependencies in firms' sourcing decisions across markets, which generate heterogeneous domestic sourcing responses to trade shocks."
"Eckel C.C., Füllbrunn S.C.",2015,American Economic Review,"Do women and men behave differently in financial asset markets? Our results from an asset market experiment show a marked gender difference in producing speculative price bubbles. Mixed markets show intermediate values, and a meta-analysis of 35 markets from different studies confirms the inverse relationship between the magnitude of price bubbles and the frequency of female traders in the market. Women's price forecasts also are significantly lower, even in the first period. Implications for financial markets and experimental methodology are discussed."
Pallais A.,2014,American Economic Review,"Hiring inexperienced workers generates information about their abilities. If this information is public, workers obtain its benefits. If workers cannot compensate firms for hiring them, firms will hire too few inexperienced workers. I determine the effects of hiring workers and revealing more information about their abilities through a field experiment in an online marketplace. I hired 952 randomly-selected workers, giving them either detailed or coarse public evaluations. Both hiring workers and providing more detailed evaluations substantially improved workers' subsequent employment outcomes. Under plausible assumptions, the experiment's market-level benefits exceeded its cost, suggesting that some experimental workers had been inefficiently unemployed."
"Bertrand M., Bombardini M., Trebbi F.",2014,American Economic Review,"Do lobbyists provide issue-specific information to members of Congress? Or do they provide special interests access to politicians? We present evidence to assess the role of issue expertise versus connections in the US Federal lobbying process and illustrate how both are at work. In support of the connections view, we show that lobbyists follow politicians they were initially connected to when those politicians switch to new committee assignments. In support of the expertise view, we show that there is a group of experts that even politicians of opposite political affiliation listen to. However, we find a more consistent monetary premium for connections than expertise."
"Manuelli R.E., Seshadri A.",2014,American Economic Review,"We reevaluate the role of human capital in determining the wealth of nations. We use standard human capital theory to estimate stocks of human capital and allow the quality of human capital to vary across countries. Our model can explain differences in schooling and earnings profiles and, consequently, estimates of Mincerian rates of return across countries. We find that effective human capital per worker varies substantially across countries. Cross-country differences in Total Factor Productivity (TFP) are significantly smaller than found in previous studies. Our model implies that output per worker is highly responsive to changes in TFP and demographic variables. (JEL E23, I25, J24, J31, O47)."
"Bharadwaj P., Løken K.V., Neilson C.",2013,American Economic Review,"This paper studies the effect of improved early life health care on mortality and long-run academic achievement in school. We use the idea that medical treatments often follow rules of thumb for assigning care to patients, such as the classification of Very Low Birth Weight (VLBW ), which assigns infants special care at a specific birth weight cutoff. Using detailed administrative data on schooling and birth records from Chile and Norway, we establish that children who receive extra medical care at birth have lower mortality rates and higher test scores and grades in school. These gains are in the order of 0.15-0.22 standard deviations."
"Brock J.M., Lange A., Ozbay E.Y.",2013,American Economic Review,"We study if and how social preferences extend to risky environments. We provide experimental evidence from different versions of dictator games with risky outcomes and establish that preferences that are exclusively based on ex post or on ex ante comparisons cannot generate the observed behavioral patterns. The more money decisionmakers transfer in the standard dictator game, the more likely they are to equalize payoff chances under risk. Risk to the recipient does, however, generally decrease the transferred amount. Ultimately, a utility function with a combination of ex post and ex ante fairness concerns may best describe behavior. Copyright © 2013 by the American Economic Association."
"Bronnenberg B.J., Dubé J.-P.H., Gentzkow M.",2012,American Economic Review,"We study the long-run evolution of brand preferences, using new data on consumers' life histories and purchases of consumer packaged goods. Variation in where consumers have lived in the past allows us to isolate the causal effect of past experiences on current purchases, holding constant contemporaneous supply-side factors. We show that brand preferences form endogenously, are highly persistent, and explain 40 percent of geographic variation in market shares. Counterfactuals suggest that brand preferences create large entry barriers and durable advantages for incumbent firms and can explain the persistence of early-mover advantage over long periods."
Tirole J.,2012,American Economic Review,"The paper provides a first analysis of market jump starting and its two-way interaction between mechanism design and participation constraints. The government optimally overpays for the legacy assets and cleans up the market of its weakest assets, through a mixture of buybacks and equity injections, and leaves the firms with the strongest legacy assets to the market. The government reduces adverse selection enough to let the market rebound, but not too much, so as to limit the cost of intervention. The existence of a market imposes no welfare cost."
"Simpson J., Wickelgren A.L.",2007,American Economic Review,"Previous papers by Eric B. Rasmusen, J. Mark Ramseyer, and John S. Wiley, Jr. (1991) and Ilya R. Segal and Michael D. Whinston (2000) argue that exclusive contracts can inefficiently deter entry in the presence of scale economies and multiple buyers. We first show that these results no longer hold when buyers are final consumers who can breach these contracts and pay expectation damages. We then show, however, that exclusive contracts can inefficiently deter entry if buyers are downstream competitors, even in the absence of scale economies and even if breach is possible."
"Duffy J., Ochs J.",1999,American Economic Review,"This paper reports findings from an experiment that implements a search-theoretic model of money as a medium of exchange. The question examined is whether subjects learn to adopt the same commodities as media of exchange that the model predicts will be used in equilibrium. We report that subjects have a strong tendency to play ""fundamental"" rather than ""speculative"" strategies even in environments where speculative strategies yield higher payoffs. We examine some possible motivations for subjects' behavior and conclude that subjects are mainly motivated by past payoff experience as opposed to the marketability considerations that the theory emphasizes."
"Feyrer J., Mansur E.T., Sacerdote B.",2017,American Economic Review,"We track the geographic and temporal propagation of local economic shocks from new oil and gas production generated by hydrofracturing. Each million dollars of new production produces $80,000 in wage income and $132,000 in royalty and business income within a county. Within 100 miles, one million dollars of new production generates $257,000 in wages and $286,000 in royalty and business income. Roughly two-thirds of the wage income increase persists for two years. Assuming no general equilibrium effects, new extraction increased aggregate US employment by as many as 640,000, and decreased the unemployment rate by 0.43 during the Great Recession."
"Muralidharan K., Niehaus P., Sukhtankar S.",2016,American Economic Review,"Antipoverty programs in developing countries are often difficult to implement; in particular, many governments lack the capacity to deliver payments securely to targeted beneficiaries. We evaluate the impact of biometrically authenticated payments infrastructure (""Smartcards"") on beneficiaries of employment (NREGS) and pension (SSP) programs in the Indian state of Andhra Pradesh, using a large-scale experiment that randomized the rollout of Smartcards over 157 subdistricts and 19 million people. We find that, while incompletely implemented, the new system delivered a faster, more predictable, and less corrupt NREGS payments process without adversely affecting program access. For each of these outcomes, treatment group distributions first-order stochastically dominated those of the control group. The investment was cost-effective, as time savings to NREGS beneficiaries alone were equal to the cost of the intervention, and there was also a significant reduction in the ""leakage"" of funds between the government and beneficiaries in both NREGS and SSP programs. Beneficiaries overwhelmingly preferred the new system for both programs. Overall, our results suggest that investing in secure payments infrastructure can significantly enhance ""state capacity"" to implement welfare programs in developing countries."
"Blundell R., Pistaferri L., Saporta-Eksten I.",2016,American Economic Review,"We examine the link between wage and consumption inequality using a life-cycle model incorporating consumption and family labor supply decisions. We derive analytical expressions for the dynamics of consumption, hours, and earnings of two earners in the presence of correlated wage shocks, nonseparability, progressive taxation, and asset accumulation. The model is estimated using panel data for hours, earnings, assets, and consumption. We focus on family labor supply as an insurance mechanism and find strong evidence of smoothing of permanent wage shocks. Once family labor supply, assets, and taxes are properly accounted for there is little evidence of additional insurance. © 2016, American Economic Association. All rights reserved."
"Lang K., Manove M.",2011,American Economic Review,"Using a model of statistical discrimination and educational sorting, we explain why blacks get more education than whites of similar cognitive ability, and we explore how the Armed Forces Qualification Test (AFQT), wages, and education are related. The model suggests that one should control for both AFQT and education when comparing the earnings of blacks and whites, in which case a substantial black-white wage differential emerges. We reject the hypothesis that differences in school quality between blacks and whites explain the wage and education differentials. Our findings support the view that some of the black-white wage differential reflects the operation of the labor market. © The Nobel Foundation 2010."
"Malmendier U., Lee Y.H.",2011,American Economic Review,"We employ a novel approach to identify overbidding in auctions. We compare online auction prices to fixed prices for the same item on the same webpage. In detailed data on auctions of a board game, 42 percent of auctions exceed the simultaneous fixed price. The result replicates in a broad cross-section of auctions {48 percent overbidding). A small fraction of overbidders, 17 percent of bidders, suffices to generate the large fraction of auctions with overbidding. We show that the observed behavior is inconsistent with rational behavior, even allowing for uncertainty about prices and switching costs, since the expected auction price also exceeds the fixed price. Limited attention best explains our results."
Levy G.,2007,American Economic Review,"In this paper I analyze the effect of transparency on decision making in committees. I focus on committees whose members are motivated by career concerns. The main result is that when the decision-making process is secretive (when individual votes are not revealed to the public), committee members comply with preexisting biases. For example, if the voting rule demands a supermajority to accept a reform, individuals vote more often against reforms. Transparent committees are therefore more likely to accept reforms. I also find that coupled with the right voting rule, a secretive procedure may induce better decisions than a transparent one."
"Martin P., Rey H.",2006,American Economic Review,"We analyze the effects of financial and trade globalization on the likelihood of financial crashes in emerging markets. While trade globalization always makes crashes less likely, financial globalization may make them more likely, especially when trade costs are high. Pessimistic expectations can be self-fulfilling and lead to a collapse in demand for goods and assets. Such a crash comes with a current account reversal and drops in income and investment. Lower-income countries are more prone to such demand-based financial crises. A quantitative evaluation shows our model is consistent with the main stylized facts of financial crashes in emerging markets."
Nordhaus W.D.,1991,American Economic Review,"Over the last decade, scientists have studied extensively the greenhouse effect, which holds that the accumulation of carbon dioxide (CO2) and other greenhouse gases (GHGs) is expected to produce global warming and other significant climatic changes over the next century. The present study presents an economic approach for analyzing policies to slow climate change. In weighing climate change policies, the prospects for global warming and the linkage between human activities and the emissions of GHGs form a key building block. I translate each GHG into its ""CO2 equivalent' in total warming potential. Current emissions are about 8 billion tons of CO2 equivalent per year (carbon weight). On the basis of climate models and climate history, scientists expect that a doubling of CO2 will in equilibrium lead to an increase in the global mean surface temperature of 1 to 5°C, an increase in precipitation and evaporation, a small rise in sea level, and a number of other more uncertain effects. -from Author"
Carroll G.,2015,American Economic Review,"We consider a moral hazard problem where the principal is uncertain as to what the agent can and cannot do: she knows some actions available to the agent, but other, unknown actions may also exist. The principal demands robustness, evaluating possible contracts by their worst-case performance, over unknown actions the agent might potentially take. The model assumes risk-neutrality and limited liability, and no other functional form assumptions. Very generally, the optimal contract is linear. The model thus offers a new explanation for linear contracts in practice. It also introduces a flexible modeling approach for moral hazard under nonquantifiable uncertainty."
"Fairlie R.W., Hoffmann F., Oreopoulos P.",2014,American Economic Review,"Administrative data from a large and diverse community college are used to examine if underrepresented minority students benefit from taking courses with underrepresented minority instructors. To identify racial interactions, we estimate models that include both student and classroom fixed effects and focus on students with limited choice in courses. We find that the performance gap in terms of class dropout rates and grade performance between white and underrepresented minority students falls by 20 to 50 percent when taught by an underrepresented minority instructor. We also find these interactions affect longer-term outcomes such as subsequent course selection, retention, and degree completion. © 2014 by the American Economic Association."
"Hornbeck R., Naidu S.",2014,American Economic Review,"In the American South, postbellum economic development may have been restricted in part by white landowners' access to low-wage black labor. This paper examines the impact of the Great Mississippi Flood of 1927 on black out-migration and subsequent agricultural development. Flooded counties experienced an immediate and persistent out-migration of black population. Over time, landowners in flooded counties modernized agricultural production and increased its capital intensity relative to landowners in nearby similar nonflooded counties. Landowners resisted black out-migration, however, benefiting from the status quo system of labor-intensive agricultural production. (JEL J15, J43, N32, N52, N92, Q54, R23)."
"Basak S., Pavlova A.",2013,American Economic Review,"We consider an economy populated by institutional investors alongside standard retail investors. Institutions care about their performance relative to a certain index. Our framework is tractable, admitting exact closed-form expressions, and produces the following analytical results. We find that institutions tilt their portfolios towards stocks that compose their benchmark index. The resulting price pressure boosts index stocks. By demanding more risky stocks than retail investors, institutions amplify the index stock volatilities and aggregate stock market volatility and give rise to countercyclical Sharpe ratios. Trades by institutions induce excess correlations among stocks that belong to their benchmark, generating an asset-class effect."
