Authors,Year,Source title,Abstract
"Brady D., Bostic A.",2015,American Sociological Review,"Korpi and Palme’s (1998) classic “The Paradox of Redistribution and Strategies of Equality” claims that universal social policy better reduces poverty than social policies targeted at the poor. This article revisits Korpi and Palme’s classic, and in the process, explores and informs a set of enduring questions about social policy, politics, and social equality. Specifically, we investigate the relationships between three dimensions of welfare transfers—transfer share (the average share of household income from welfare transfers), low-income targeting, and universalism—and poverty and preferences for redistribution. We analyze rich democracies like Korpi and Palme, but we also generalize to a broader sample of developed and developing countries. Consistent with Korpi and Palme, we show (1) poverty is negatively associated with transfer share and universalism; (2) redistribution preferences are negatively associated with low-income targeting; and (3) universalism is positively associated with transfer share. Contrary to Korpi and Palme, redistribution preferences are not related to transfer share or universalism; and low-income targeting is neither positively associated with poverty nor negatively associated with transfer share. Therefore, instead of the “paradox of redistribution” we propose two new paradoxes of social policy: non-complementarity and undermining. The non-complementarity paradox entails a mismatch between the dimensions that matter to poverty and the dimension that matters to redistribution preferences. The undermining paradox emphasizes that the dimension (transfer share) that most reduces poverty tends to increase with the one dimension (low-income targeting) that reduces support for redistribution. © American Sociological Association 2015"
"Light M.T., Massoglia M., King R.D.",2014,American Sociological Review,"When compared to research on the association between immigration and crime, far less attention has been given to the relationship between immigration, citizenship, and criminal punishment. As such, several fundamental questions about how noncitizens are sanctioned and whether citizenship is a marker of stratification in U.S. courts remain unanswered. Are citizens treated differently than noncitizens—both legal and undocumented—in U.S. federal criminal courts? Is the well-documented Hispanic-white sentencing disparity confounded by citizenship status? Has the association between citizenship and sentencing remained stable over time? And are punishment disparities contingent on the demographic context of the court? Analysis of several years of data from U.S. federal courts indicates that citizenship status is a salient predictor of sentencing outcomes—more powerful than race or ethnicity. Other notable findings include the following: accounting for citizenship substantially attenuates disparities between whites and Hispanics; the citizenship effect on sentencing has grown stronger over time; and the effect is most pronounced in districts with growing noncitizen populations. These findings suggest that as international migration increases, citizenship may be an emerging and powerful axis of sociolegal inequality. © American Sociological Association 2014."
"Pampel F.C., Hunter L.M.",2012,American Journal of Sociology,"Long-standing debates over the effect of socioeconomic status (SES) on environmental concern contrast postmaterialist and affluence arguments, suggesting a positive relationship in high-income nations, with counterarguments for a negative or near zero relationship. A diffusion-of-innovations approach adapts parts of both arguments and predicts initial adoption of proenvironmental views by high SES groups; however, environmentalism diffuses over time to other SES groups, weakening the association. This argument is tested with General Social Survey data (1973-2008) across 83 cohorts, whose attitudes before, during, and after the emergence of environmentalism identify long-term changes in environmental concern. Multilevel age, period, and cohort models support diffusion arguments by demonstrating that the effects across cohorts of education, income, and occupational prestige first strengthen, then weaken. This finding suggests that diffusion of environmental concern first produces positive relationships consistent with postmaterialism arguments and later produces null or negative relationships consistent with global environmentalism arguments. © 2012 by The University of Chicago. All rights reserved."
"Molm L.D., Whitham M.M., Melamed D.",2012,American Sociological Review,"In this study we bring together two sociological traditions: experimental research on how different forms of exchange affect attachments to partners and relationships, and organizational research in natural settings on how embeddedness contributes to social capital. We conceptualize embeddedness in terms of the underlying forms of exchange-negotiated and reciprocal-that are associated with economic exchanges and the social relationships in which they are embedded. Building upon the reciprocity theory of social exchange, we test predictions of how relationship histories (i.e., different sequences of the two forms of exchange) and relationship contexts (i.e., embedding one form of exchange within an ongoing relation of the other form) modify effects of each form in isolation. Results from two experiments show that the reciprocal form of exchange, independent of close ties or personal associations, is critical for producing the strong trust and affective bonds typically associated with embedded relationships. A history or context of reciprocal exchange significantly boosts integrative bonds for negotiated exchange, whereas a history or context of negotiated exchange dampens integrative bonds for reciprocal exchange only moderately. The relative effects of history and context vary by actors' positions of power. © American Sociological Association 2012."
Fernandez-Mateo I.,2009,American Journal of Sociology,"Women's wages do not grow with experience or tenure as much as men's do. Many accounts of this cumulative gender disadvantage attribute it to women's underinvestment in firm-specific skills. Yet if that were true, this disadvantage would not exist where firm-specific skills are not rewarded by the labor market. This article investigates this argument in the context of contract employment, where demand for firm specificity is minimal. Contrary to expectations, men still receive higher rewards than women over time. Drawing on quantitative evidence and qualitative fieldwork using job histories of high-skill contractors affiliated with a staffing firm, the author finds support for two sources of women's disadvantage: lower rates of movement across clients on the supply side and unmeasured demand-side factors by which similar levels of tenure and client transitions accrue lower rewards to women. Implications for research on gender stratification and career advancement in non-formalized labor markets are discussed. © 2009 by The University of Chicago."
"Griswold W., Wright N.",2004,American Journal of Sociology,"Regional cultures, far from atrophying in the face of national and global cultural circuits, are both enduring and reproducing themselves. This is not just due to locals holding fast to their traditions but to cosmopolitans becoming knowledgeable about the culture of place as part of their ongoing identity construction. Results from Survey 2000, an online survey conducted by the National Geographic Society, show the processes that are maintaining and even increasing the cultural distinctiveness of American regions as indicated by residents ' knowledge of local literature. One such process involves what we call cultural ""cowbirds,"" people new to a region who catch up with the natives' local cultural knowledge."
Gross N.,2002,American Sociological Review,"What social factors influence intellectuals' decisions to affiliate with one intellectual tradition over another? In recent years, many sociologists of ideas have viewed intellectual choice as based on the quest for status within the intellectual field. However, the ""self-narratives"" that thinkers construct to understand who they are as intellectuals are not usually reducible to considerations of status, and the desire to do work resonant with any salient aspect of one's ""intellectual self-concept"" may influence the intellectual choices one makes. This issue is explored empirically by examining the case of philosophers who have affiliated themselves with the tradition of classical American pragmatism. Data come from interviews and from a nationally representative survey of U.S. philosophers. Results show that the choice to become a pragmatist is best explained by invoking both theories of status-based choice and the theory of intellectual self-concept. Implications for future research are considered."
Barron D.N.,1999,American Sociological Review,"I construct theoretical models of the founding, failure, and growth of organizations that, when combined, constitute an explanation of the process by which the number of organizations in a population (the population density) declines from a peak, while at the same time the population mass (the aggregate size of the organizations in the population) continues to increase. Empirical results from analyses of the vital rates of credit unions in New York City are generally supportive of the models. The results of computer simulations are consistent with empirically observed trajectories of density and mass for the credit union data."
"Logan J.R., Schneider M.",1981,American Sociological Review,"In contrast to past findings of persistent social status in suburbs, this study of 52 metropolitan regions during 1960-1970 reveals considerable differentiation and flux. We find variations between metropolitan regions in the direction and extent of change in inequality between suburbs. Inequality tended to increase in the 1960s in metropolitan regions with a highly fragmented local governmental structure and to decline in regions with fast-growing populations, especially those which experienced substantial suburbanization of employment. -AuthorsDept of Sociology, SUNY, Albany, NY 12222, USA."
"Kentikelenis A.E., Seabrooke L.",2017,American Sociological Review,"Sociologists have long examined how states, intergovernmental organizations (IGOs), international nongovernmental organizations (INGOs), and professional groups interact in order to institutionalize their preferred norms at the transnational level. Yet, explanations of global norm-making that emphasize inter-organizational negotiations do not adequately explain the intra-organizational script-writing—that is, the codification of norms in prescriptive behavioral templates—that underpins this process. This article opens the black box of how scripts emerge and institutionalize within IGOs. Script-writing is a function of both world-cultural frames and material interests, held by different intra-organizational actors: scientific IGO staff and state representatives in governing bodies, respectively. The interplay between these frames and interests determines whether scripts will institutionalize. In this theoretical model, world-cultural and power-political explanations are pertinent to different, mutually informing, and coexisting aspects of the script-writing process. As a corollary of our approach, we present a conceptual framework for the study of intra-IGO script-writing, which is contingent on three normative struggles: among IGO staff, within an IGO’s board of directors, and between the staff and the board. To empirically substantiate our arguments, we examine scripts on taxation and capital controls by the International Monetary Fund. We conclude by discussing the broader implications of our model for the study of international organizations and the engines of global norm-making. © 2017, © American Sociological Association 2017."
"Gangl M., Ziefle A.",2015,American Journal of Sociology,"The authors investigate the relationship between family policy and women’s attachment to the labor market, focusing specifically on policy feedback on women’s subjective work commitment. They utilize a quasi-experimental design to identify normative policy effects from changes in mothers’ work commitment in conjunction with two policy changes that significantly extended the length of statutory parental leave entitlements in Germany. Using unique survey data fromthe German Socio-Economic Panel and difference-in-differences, tripledifferenced, and instrumental variables estimators for panel data, they obtain consistent empirical evidence that increasing generosity of leave entitlements led to a decline in mothers’ work commitment in both East and West Germany. They also probe potential mediating mechanisms and find strong evidence for role exposure and norm setting effects. Finally, they demonstrate that policy-induced shifts in mothers’ preferences have contributed to retarding women’s labor force participation after childbirth in Germany, especially as far as mothers’ return to full-time employment is concerned. © 2015 by The University of Chicago. All rights reserved."
"Snow D.A., Moss D.M.",2014,American Sociological Review,"This article reexamines spontaneity as an important, albeit neglected, mechanism in collective action dynamics, and elaborates on its operation and effects in protest events and social movements. We do not presume that spontaneity is routinely at play in all collective actions. Rather, based on our grounded analysis of historical and ethnographic data, we contend that spontaneity is triggered by certain conditions: nonhierarchical organization; uncertain/ambiguous moments and events; behavioral/emotional priming; and certain ecological/spatial factors. We conclude by elaborating why the activation of spontaneous actions matters in shaping the course and character of protest events and movements, and we suggest that spontaneity be resuscitated in the study of collective action and everyday life more generally. © American Sociological Association 2014."
Terriquez V.,2011,American Sociological Review,"Scholars have long argued that civic organizations play a vital role in developing members' civic capacity. Yet few empirical studies examine how and the extent to which civic skills transfer across distinct and separate civic contexts. Focusing on Latino immigrant members of a Los Angeles janitors' labor union, this article fills a void by investigating union members' involvement in an independent civic arena-their children's schools. Analyses of random sample survey and semi-structured interview data demonstrate that labor union experience does not simply lead to more civic engagement, as previous research might suggest. Rather, conceptual distinctions must be made between active and inactive union members and between different types of civic engagement. Results show that active union members are not particularly involved in plug-in types of involvement, which are typically defined and dictated by school personnel. Instead, active union members tend to become involved in critical forms of engagement that allow them to voice their interests and exercise leadership. Furthermore, findings suggest that the problem solving, advocacy, and organizing skills acquired through union participation do not uniformly influence members' civic engagement. Experience in a social movement union serves as a catalyst for civic engagement for some, while it enhances the leadership capacity of others. © American Sociological Association 2011."
"Grant D., Trautner M.N., Downey L., Thiebaud L.",2010,American Sociological Review,"Environmental justice scholars have suggested that because chemical plants and other hazardous facilities emit more pollutants where they face the least resistance, disadvantaged communities face a special health risk. In trying to determine whether race or income has the bigger impact on a neighborhood's exposure to pollution, however, scholars tend to overlook the facilities themselves and the effect of their characteristics on emissions. In particular, how do the characteristics of facilities and their surrounding communities jointly shape pollution outcomes? We propose a new line of environmental justice research that focuses on facilities and how their features combine with communities' features to create dangerous emissions. Using novel fuzzy-set analysis techniques and the EPA's newly developed Risk-Screening Environmental Indicators, we test the influence of facility and community factors on chemical plants' health-threatening emissions. Contrary to the idea that community characteristics have singular, linear effects, findings show that facility and community factors combine in a variety of ways to produce risky emissions. We speculate that as chemical firms experiment with different ways of producing goods and externalizing pollution costs, new ""recipes of risk"" are likely to emerge. The question, then, will no longer be whether race or income matters most, but in which of these recipes do they matter and how. © American Sociological Association 2010."
"Hudson R., Roscigno V.J.",2004,American Journal of Sociology,"Heightened competition has resulted in an intensified search for practices that enhance organizational success - success often defined in terms of heightened worker effort. This article suggests that the interplay between organizational and job-level practices determines the extent to which organizations can be successful and workers' well-being can also be protected. These relations are analyzed with a unique data set on organizational practices, managerial behavior, and work-life experiences from 204 English-language organizational ethnographies. The analyses reveal configurations of practices associated with both positive and negative out-comes for organizations and workers. Configurations associated with organizational success include both positive organizational-level and positive job-level practices, such as employee involvement, competent management, and on-the-job training. The findings suggest that although the goals of organizational success and worker dignity are sometimes at odds, they can also be complementary. © 2004 by The University of Chicago. All rights reserved."
Brooks C.,2000,American Sociological Review,"Arguably the most dramatic trend in U.S. public opinion during the past 30 years has been Americans' liberalizing attitudes toward the civil rights of African Americans, women, and more recently, gays and lesbians. Do these changing attitudes have any behavioral or organizational effects, or are they of little consequence for understanding social and political changes since the 1960s? While an influential strain of research has questioned the causal significance of trends in civil rights attitudes, past studies have not developed a systematic test of relevant hypotheses. This study presents such a test, analyzing the effects of trends in civil rights attitudes on an important type of behavior (presidential vote choice) and on a major type of organization (political parties). Guided by theories of issue voting and political realignment, results show that changing attitudes have had significant behavioral and organizational effects on vote choice and election outcomes since 1972. In particular, the margins of Republican presidential victories in the 1980s were suppressed by liberal trends in attitudes, while Democratic presidential victories in the 1990s depended upon these trends. These findings lead to a better understanding of the substantial but poorly understood effects of changing attitudes toward civil rights and of the widely debated scenario of a Republican political realignment."
"Crenshaw E.M., Ameen A.Z., Christenson M.",1997,American Sociological Review,"Rapid population growth is often blamed for economic stagnation in less developed countries. Theoretically, rapid population growth forces scarce capital to be spent on nonproductive segments of the population (e.g., children) and encourages undercapitalization of the economy, underemployment, low wages, and anemic market demand. Alternative views regard rapid labor force growth as economically beneficial. In this cross-national investigation of the economic growth rates of 75 developing countries, we regress the annual average percentage change in real gross domestic product per capita from 1965 to 1990 on demographic models that incorporate either total population growth rates and labor force growth rates or age-specific population growth rates. We find that an increase in the child population hinders economic progress, while an increase in the adult population fosters economic development. We posit a demographic windfall effect whereby the demographic transition allows a massive, one-time boost in economic development as rapid labor force growth occurs in the absence of burgeoning youth dependency. We also speculate on a demographic ratchet effect whereby economies lie fallow during ""baby booms,"" but grow rapidly as ""boomers"" age and take up their economic roles in society."
Meyer M.H.,1996,American Sociological Review,"U.S. Social Security benefits are widely recognized as redistributive across class, race, and gender lines. However, this assessment is based on the impact of retired worker (contributory) benefits. The distributional effects of noncontributory spouse and widow benefits, through which two-thirds of older women make their claims, are markedly different. Class-based theorists examining the stratifying effects of welfare state programs focus on sources of bias that are disadvantageous to lower-class workers while feminist accounts highlight sources of bias that are disadvantageous to women. Using published and unpublished summary data made available by the Social Security Administration, I demonstrate that while historical sources of gender bias linked to contributory benefits have dissipated somewhat, race, class and marital status biases linked to noncontributory benefits persist. Ultimately, benefits linked to marital status are potentially as exclusionary for some groups of women as are benefits linked to contributions for other groups. I reject arguments that spouse and widow benefits may be justified as rewards for unpaid domestic work or as mechanisms to target the poor. Noncontributory benefits are unrelated to domestic labor and systematically are most advantageous to middle-class and upper-class married White women who have never contributed to the system."
Baxter J.,1994,American Sociological Review,"Class analysis traditionally has focused on the position of men in the occupational system: women have been ignored completely or classified accoding to the status of the male head of household. Recent research suggests that the ""conventional' view of class analysis is challenged by women's increasing independence from men. I address this issue using comparative data for the US, Sweden, Norway and Australia. I use a series of logistic regression models to examine the relationship between husband's and wife's class locations and subjective class identifications. Results indicate that husband's class location is a significant predictor of husband's and wife's class identifications. Education is also a key determinant of subjective class identity. There is no evidence of significant differences among countries in these patterns. -Author"
Beisel N.,1990,American Sociological Review,"In the late 19th century, anti-vice societies that attempted to eradicate obscenity, gambling, and other vices, were founded, led, and supported by the upper classes of Boston and New York but received virtually no support from the upper class of Philadelphia. The literature on moral reform movements argues that such movements are instances of either cultural or status defense unrelated to class conflict, or that they defend strictly material class interests. I argue that the importance of culture in the reproduction of class positions implies that moral reform movements are a form of class politics. Variation in strength of support for the anti-vice movements is explained as a response to the political and social threat posed by the immigrant working class and mediated by cultural consensus within the upper class. -Author"
Marshall H.,1979,American Sociological Review,"The causes of two aspects of white movements to the suburbs are analyzed: the probability that a white central city resident moved to the suburbs between 1965 and 1970, and the probability that a white in-migrant to metropolitan areas settled in the suburbs. The units of analyses are the 112 metropolitan areas where the central city had a 1960 population of 100,000 or more, and where the central city and the metropolitan area were not coterminous. A model of the suburbanization process is explicated and evaluated, using path analysis. -Author English"
Kellogg K.C.,2014,American Sociological Review,"In this comparative ethnographic case study of the implementation of a reform related to the Affordable Care Act in two community health centers, I find that professionals may not compete to claim new tasks (and thereby not implement reform) if these tasks require them to acquire information unrelated to their professional expertise, use work practices that conflict with their professional identity, or do impure or low-value tasks that threaten their professional interests. In such cases, reform may be implemented if lower-status workers fill in the gaps in the division of labor between the professions targeted by the reform, playing a brokerage role by protecting each profession’s information, meanings, and tasks in everyday work. When the new tasks represent professionally ill-defined problems, brokers can be more effective if they use buffering practices rather than connecting practices—managing information rather than transferring it, matching meanings rather than translating them, and maintaining interests rather than transforming them—to accomplish reform. By playing a buffering role in the interstices between existing professional jurisdictions, lower-status workers can carve out their own jurisdiction, becoming a brokerage profession between existing professions that need to collaborate with one another for reform to occur. © American Sociological Association 2014."
"Balbo N., Barban N.",2014,American Sociological Review,"By integrating insights from economic and sociological theories, this article investigates whether and through which mechanisms friends' fertility behavior affects an individual's transition to parenthood. By exploiting the survey design of the Add Health data, our strategy allows us to properly identify interaction effects and distinguish them from selection and contextual effects. We use a series of discrete-time event history models with random effects at the dyadic level. Results show that, net of confounding effects, a friend's childbearing increases an individual's risk of becoming a parent. We find a short-term, curvilinear effect: an individual's risk of childbearing starts increasing after a friend's childbearing, reaches its peak approximately two years later, and then decreases. © American Sociological Association 2014."
"Sørensen J.B., Sharkey A.J.",2014,American Sociological Review,"We advance a theory of how organizational characteristics, in particular the structure of opportunity within organizations, shape the decision to become an entrepreneur. Established organizations play an important yet understudied role in the entrepreneurial process, because they shape the environment within which individuals may choose to enter self-employment. Yet, despite the fact that sociologists have long recognized that inequality within organizations plays an important role in career attainment and mobility, we lack an understanding of how it shapes the pursuit of entrepreneurial opportunities. We develop a formal model in which entrepreneurial choice is driven by differences in the arrival rate of various types of advancement opportunities. Entrepreneurship then arises as a result of matching processes between workers and employers, as well as the features of opportunity structures in paid employment. Analyses using Danish census data provide support for empirical implications derived from the model. © American Sociological Association 2014."
"Rippeyoung P.L.F., Noonan M.C.",2012,American Sociological Review,"Based on studies showing health advantages for breastfeeding mothers and their infants, pediatricians and other breastfeeding advocates encourage new mothers to breastfeed their babies for at least the first six months of their infants' lives, arguing that breast milk is best for infants, families, and society, and it is cost free. Few empirical studies, however, document how the decision to breastfeed instead of formula-feed is associated with women's post-birth earnings. This is an important omission, given that the majority of women today work for pay, and many work in job environments incompatible with breastfeeding. Using data from the National Longitudinal Survey of Youth, our results show that mothers who breastfeed for six months or longer suffer more severe and more prolonged earnings losses than do mothers who breastfeed for shorter durations or not at all. The larger post-birth drop in earnings for long-duration breastfeeders is due to a larger reduction in labor supply. We discuss the implications of these findings for gender equality at home and at work. © American Sociological Association 2012."
Lindsay D.M.,2008,American Sociological Review,"Social scientists typically examine social movements as grassroots phenomena, yet public leaders and elite actors also play important roles. This article examines their role in one contemporary social movement, American evangelicalism. Through semistructured interviews with 360 elite informants, as well as archival and ethnographic research, I explore the mechanisms through which leaders have sought to advance evangelicalism between 1976 and 2006. These public leaders founded organizations, formed networks, exercised convening power, and drew on formal and informal positions of authority to achieve movement goals. Results suggest that salient religious identity and cohesive networks have played important roles in shaping the goals and ambitions of leaders within the evangelical movement. Structural coincidence provided by governance structures at evangelical organizations, as well as evangelical programs directed toward elite constituents, have facilitated the formation of overlapping networks across social sectors. Institutional inertia and internal factions, however, have been countervailing forces. This empirical study demonstrates the persistence of institutional differentiation among America's leadership cohort, but it also points to a religious identity that can provide vital, cross-domain cohesion within the structure of elite power."
"Sue C.A., Telles E.E.",2007,American Journal of Sociology,"This article examines the naming practices of Hispanic parents who gave birth to children in Los Angeles County in 1995. The authors find that greater exposure to U.S. culture increases the chances of naming a child in English. However, they find that by giving children English names that are translatable into Spanish, U.S.-born Hispanic parents are able simultaneously to assimilate while maintaining a connection to their ethnic origins. In addition, the authors find that attitudes favoring assimilation are particularly great when naming daughters. Immigrant Hispanic couples tend to give sons Spanish names, but they often give daughters English names without Spanish referents. These gender differences persist even among U.S.-born Hispanics paired with non-Hispanics. Among intermarried couples, father's ethnicity has a disproportionately large influence in naming, especially for sons' names. These findings have implications for how the assimilation process is gendered. © 2007 by The University of Chicago. All rights reserved."
Wright E.O.,2002,American Sociological Review,"This analysis has two basic objectives: First, to understand as precisely as possible the inner structure of Weber's concept of class, its similarities and differences from Marx's concept, and its relationship to the problem of exploitation; second, to use this interrogation of Weber's work to defend the importance of the concept of exploitation for sociological theory. To understand the foundations of Weber's class analysis one must look beyond his most synoptic treatments of class in Economy and Society and see how his concept of class is intimately linked to his investigations of the broad problem of rationalization in modern society. Class, in these terms, is the way economic power is distributed when economic action is organized to the greatest degree in an instrumentally-rational manner. The problem of exploitation-the extraction of labor effort from workers-is treated, in this framework, primarily as a problem of technical efficiency and economic rationality in creating work incentives and effective discipline. This conceptualization leads to a relatively impoverished understanding of the nature of antagonistic interests generated by class relations."
"Darity Jr. W., Guilkey D.K., Winfrey W.",1996,American Journal of Economics and Sociology,"By utilizing self-reported race and ancestry in the 1980 and 1990 USA censuses and the Blinder-Oaxaca decomposition technique, the extent of wage discrimination experienced by women and by men is examined across 50 ethnic/racial groups. Systematic evidence of negative discrimination is revealed in both census years for Asian, Indian, black (African-American), Vietnamese, Cuban, Mexican, Puerto Rican, and Native American males. To assess the charge that the Blinder-Oaxaca decomposition indicates cultural rather than discriminatory differentials, two additional data experiments are performed - one that controls for color and varies culture, and one that controls for culture and varies color. Race appears to matter."
"Sakamoto A., Powers D.A.",1995,American Sociological Review,"Descriptive accounts of the Japanese educational system often refer to the intense competition that characterizes college entrance examinations. This competition reflects the high degree of segmentation in the Japanese labor market; in Japan, the labor market sector in which one secures his or her first job has a major impact on socioeconomic opportunitites throughout the entire work career. This paper analyzes data on Japanese men entering the labor market from 1954 through 1975. Education is the major determinant of the sector of one's first job, but the results suggest that this effect primarily derives from the relative ranking of educational attainment within one's job-market cohort. The findings support a job-competition queuing model in which education serves as a screening device that retains employment in the primary sector. -Authors"
"Goldberg A., Hannan M.T., Kovács B.",2016,American Sociological Review,"We propose a synthesis of two lines of sociological research on boundary spanning in cultural production and consumption. One, research on cultural omnivorousness, analyzes choice by heterogeneous audiences facing an array of crisp cultural offerings. The other, research on categories in markets, analyzes reactions by homogeneous audiences to objects that vary in the degree to which they conform to categorical codes. We develop a model of heterogeneous audiences evaluating objects that vary in typicality. This allows consideration of orientations on two dimensions of cultural preference: variety and typicality. We propose a novel analytic framework to map consumption behavior in these two dimensions. We argue that one audience type, those who value variety and typicality, are especially resistant to objects that span boundaries. We test this argument in an analysis of two large-scale datasets of reviews of films and restaurants. © 2016, American Sociological Association 2016."
"Boyle E.H., Kim M., Longhofer W.",2015,American Journal of Sociology,"Controversy sets abortion apart from other issues studied by world society theorists, who consider the tendency for policies institutionalized at the global level to diffuse across very different countries. The authors conduct an event history analysis of the spread ðhowever limitedÞ of abortion liberalization policies from 1960 to 2009. After identifying three dominant frames ða women’s rights frame, a medical frame, and a religious, natural family frameÞ, the authors find that indicators of a scientific, medical frame show consistent association with liberalization of policies specifying acceptable grounds for abortion. Women’s leadership roles have a stronger and more consistent liberalizing effect than do countries’ links to a global women’s rights discourse. Somewhat different patterns emerge around the likelihood of adopting an additional policy, controlling for first policy adoption. Even as support for women’s autonomy has grown globally, with respect to abortion liberalization, persistent, powerful frames compete at the global level, preventing robust policy diffusion. © 2015 by The University of Chicago. All rights reserved."
"Sykes J., Križ K., Edin K., Halpern-Meekin S.",2015,American Sociological Review,"Money has meaning that shapes its uses and social significance, including the monies low-income families draw on for survival: wages, welfare, and the Earned Income Tax Credit (EITC). This study, based on in-depth interviews with 115 low-wage EITC recipients, reveals the EITC is an unusual type of government transfer. Recipients of the EITC say they value the debt relief this government benefit brings. However, they also perceive it as a just reward for work, which legitimizes a temporary increase in consumption. Furthermore, unlike other means-tested government transfers, the credit is seen as a springboard for upward mobility. Thus, by conferring dignity and spurring dreams, the EITC enhances feelings of citizenship and social inclusion. © American Sociological Association 2014"
Sadorsky P.,2014,American Journal of Economics and Sociology,"This article investigates the impact of two important socio-economic variables-urbanization and industrialization-on energy consumption in a panel of emerging economies. The results indicate that income increases energy consumption in both the long run and the short run. In the long run, urbanization decreases energy consumption, while industrialization increases it. Long-run dynamics are important as evidenced by the estimated coefficient on the error correction term. These results have implications for sustainable development. Economic growth policies designed to increase income and industrialization will increase energy consumption. Since most energy needs in emerging economies are currently met by the burning of fossil fuels, economic growth and industrialization policies will be at odds with sustainable development. © 2014 American Journal of Economics and Sociology, Inc."
Collins R.,2012,American Sociological Review,"Conflict escalates through a series of feedback loops. On the micro level, conflict generates conditions for intense interaction rituals, and internal solidarity fuels external conflict. Perceived atrocities reciprocally increase ideological polarization between opponents, while confrontational tension/fear makes violence incompetent and produces real atrocities. Conflict groups seek allies, drive out neutrals, and mobilize material resources. Both sides in a conflict counter-escalate through the same set of feedbacks. Winning and losing are determined by differences between rates of escalation and by attacks that one-sidedly destroy organizational and material capacity. Conflict de-escalates because both sides fail to find conditions for solidarity, cannot overcome confrontational tension/fear, and exhaust their material resources. Emotional burnout sets in through a time dynamic of explosion, plateau, and dissipation of enthusiasm. Defection of allies opens the way for third-party settlement. When both sides remain stalemated, initial enthusiasm and external polarization give way to emergent internal factions-a victory faction (hard-liners) versus a peace faction (negotiators)-creating new conflict identities. Ideals promoted at the outset of conflict become obstacles to resolution at the end. © American Sociological Association 2012."
"Ghaziani A., Baldassarri D.",2011,American Sociological Review,"Social scientists describe culture as either coherent or incoherent and political dissent as either unifying or divisive. This article moves beyond such dichotomies. Content, historical, and network analyses of public debates on how to organize four lesbian, gay, bisexual, and transgender (LGBT) Washington marches provide evidence for an integrative position. Rather than just describe consistencies or contradictions, we contend that the key analytic challenge is to explain the organization of differences. We propose one way of doing this using the mechanism of a cultural anchor. Within and across marches, a small collection of ideas remains fixed in the national conversation, yet in a way that allows activists to address their internal diversity and respond to unfolding historical events. These results suggest that activists do not simply organize around their similarities but, through cultural anchors, they use their commonalities to build a thinly coherent foundation that can also support their differences. Situated at the nexus of culture, social movements, sexualities, and networks, this article demonstrates how the anchoring mechanism works in the context of LGBT political organizing. © American Sociological Association 2011."
Paschel T.S.,2010,American Journal of Sociology,"Drawing on archival analysis and in-depth interviews, this article examines Colombia's adoption of policies for black Colombians in 1993. It argues that Afro-Colombian activists were able to seize upon changes in global policy norms around multiculturalism and state disequilibrium both by deploying traditional social movement strategies and by framing their demands in terms of ethnic difference. This case extends our understanding of how social movements make strategic use of political openings and also illustrates the circumstances under which an ethnic difference framing can be a more effective political strategy for achieving rights for black populations than a racial equality framing. © 2011 by The University of Chicago. All rights reserved."
"Shostak S., Conrad P., Horwitz A.V.",2008,American Journal of Sociology,"Both advocacy for and critiques of the Human Genome Project assume a self-sustaining relationship between genetics and. medicalization. However, this assumption ignores the ways in which the meanings of genetic research are conditional on its position in sequences of events. Based, on analyses of three conditions for which at least one putative gene or genetic marker has been identified, this article argues that critical junctures in the institutional stabilization of phenotypes and the mechanisms that sustain such classifications over time configure the practices and meanings of genetic research. Path dependence is critical to understanding the lack of consistent fit between genetics and medlcalization. © 2008 by The University of Chicago. All rights reserved."
Diewert W.E.,2005,American Journal of Economics and Sociology,"Traditional index number theory decomposes a value ratio into the product of a price index times a quantity index. The price (quantity) index is interpreted as an aggregate price (quantity) ratio, The present paper takes an alternative approach to index number theory, started by Bennet and Montgomery in the 1920s, which decomposes a value difference into the sum of a price difference plus a quantity difference. Axiomatic and economic approaches to this alternative branch of index theory are considered in the present paper. The analysis presented has some relevance to accounting theory in which revenue, cost, or profit changes need to be decomposed into price quantity components or where standard or budgeted performance is compared with actual performance (variance analysis). The methodology presented in the paper is also relevant for consumer surplus analysis. © 2005 American Journal of Economics and Sociology, Inc."
Sandefur R.L.,2001,American Sociological Review,"Two theories compete to explain the distribution of professional prestige among lawyers. Each theory arises out of a general theory of the social organization of the legal profession. Their disagreement centers on the source of the values that underlie lawyers' prestige order and on the aspects of the division of labor that are consequently salient in determining prestige. The client-type thesis holds that the profession is organized largely by its relationships with its clients, and so lawyers esteem service to socially powerful clients. The professional purity thesis holds that the profession is organized around a core of abstract knowledge, and so lawyers esteem work that is ""professionally pure,"" in the sense of being free of non-legal considerations. Analyses of prestige judgments from a contemporary sample of lawyers in the city of Chicago reveal that some of lawyers' professional values are intrinsic to the profession, as predicted by the professional purity thesis. Lawyers' esteem for professionally pure work complements their tendency to derogate service to people especially those with little wealth or power-and to esteem service to large, powerful, and wealthy organizations."
